Title,Authors,Affiliations,Abstract,Keywords,PDF Link,Year,Match Score,Text_clean
Unpaired Image-to-Image Translation to Improve Log End Identification,"Dag Björnberg, Morgan Ericsson, Welf Löwe, Jonas Nordqvist","1 - Linnaeus University Universitetsplatsen 1 -Växjö Sweden
2 - Softwerk AB Reveljgränd 5 -Växjö Sweden","Visual re-identification tasks are often subject to large domain variations due to camera types, brightness conditions, or environmental differences. For identification models to generalize in such varying domains, a large amount of training data is necessary for capturing these variations. We explore the potential of using unpaired image-to-image translation to enhance the generalization capacity of a log end identification model in the absence or combined with a smaller amount of labeled training data. * DBs work was funded by the Industry Graduate School on ""Data Intensive Applications (DIA)"" at Linnaeus University which is partially funded by the Knowledge Foundation (project id 20190336).",Image processing and computer vision,https://doi.org/10.14428/esann/2024.ES2024-63,2024,100.0,"Unpaired Image-to-Image Translation to Improve Log End Identification Visual re-identification tasks are often subject to large domain variations due to camera types, brightness conditions, or environmental differences. For identification models to generalize in such varying domains, a large amount of training data is necessary for capturing these variations. We explore the potential of using unpaired image-to-image translation to enhance the generalization capacity of a log end identification model in the absence or combined with a smaller amount of labeled training data. * DBs work was funded by the Industry Graduate School on ""Data Intensive Applications (DIA)"" at Linnaeus University which is partially funded by the Knowledge Foundation (project id 20190336)."
Towards Contrail Mitigation through Robust and Frugal AI-Driven Data Exploitation,"Davide Giusto, Grégoire Boussu, Simon Alix, Céline Reverdy, Mathieu Riou, Teodora Petrisor","1 - Thales, Research and Technology France 1 avenue A. Fresnel 91767 Palaiseau France","Condensation trails significantly contribute to aviation's impact on climate change. Their effective mitigation involves formulating accurate predictions of occurrence, introducing the relevant constraints in trajectory optimization and employing reliable verification strategies based on observations. Atmospheric data, expert knowledge and contrails observations can be leveraged for these purposes. However, several factors determine a limited prediction accuracy and high uncertainty bounds, including the difficulties in predicting contrails persistence, the complexity of trajectory optimization problems and the lack of labelled data for contrail verification. This paper gives an overview of our robust Artificial Intelligence methods aiming to tackle these challenges throughout the entire contrail mitigation chain.",Aeronautic data analysis,https://doi.org/10.14428/esann/2024.ES2024-64,2024,100.0,"Towards Contrail Mitigation through Robust and Frugal AI-Driven Data Exploitation Condensation trails significantly contribute to aviation's impact on climate change. Their effective mitigation involves formulating accurate predictions of occurrence, introducing the relevant constraints in trajectory optimization and employing reliable verification strategies based on observations. Atmospheric data, expert knowledge and contrails observations can be leveraged for these purposes. However, several factors determine a limited prediction accuracy and high uncertainty bounds, including the difficulties in predicting contrails persistence, the complexity of trajectory optimization problems and the lack of labelled data for contrail verification. This paper gives an overview of our robust Artificial Intelligence methods aiming to tackle these challenges throughout the entire contrail mitigation chain."
A Kalman Filter and Neural Network Hybrid Approach for Health Monitoring of Aircraft Engines,"Solene Thepaut, Sebastien Razakarivony, Dong Vu, Alfred Bauny","1 - Digital Sciences & Technologies Department Rue des Jeunes Bois Safran Tech 78114 Chateaufort, Magny-Les-Hameaux France
4 - Performance/ Operability Safran Aircraft Engine 77550 Moissy-Cramayel France","In aircraft engine monitoring, estimating performance indicators from observed measurement data has been an important and longstanding subject, as these indicators provide highly beneficial information to assist maintenance activities. The two main resolution approaches in tackling this problem are Bayesian inferences and machine learning methods, each having its own limitations: inferences are not robust against model-reality gap and non-linearity, while current implementations of machine learning algorithms do not take into account temporal information. In this work, we focus on a use case in estimating engine performance indicators from snapshot data. We explore several hybrid approaches, aiming to simultaneously leverage the advantages of Bayesian inferences and machine learning methods. We demonstrate that the estimation precision provided by one of our hybrid methods significantly improves upon that of state-of-the-art methods in the tested cases.",Aeronautic data analysis,https://doi.org/10.14428/esann/2024.ES2024-69,2024,100.0,"A Kalman Filter and Neural Network Hybrid Approach for Health Monitoring of Aircraft Engines In aircraft engine monitoring, estimating performance indicators from observed measurement data has been an important and longstanding subject, as these indicators provide highly beneficial information to assist maintenance activities. The two main resolution approaches in tackling this problem are Bayesian inferences and machine learning methods, each having its own limitations: inferences are not robust against model-reality gap and non-linearity, while current implementations of machine learning algorithms do not take into account temporal information. In this work, we focus on a use case in estimating engine performance indicators from snapshot data. We explore several hybrid approaches, aiming to simultaneously leverage the advantages of Bayesian inferences and machine learning methods. We demonstrate that the estimation precision provided by one of our hybrid methods significantly improves upon that of state-of-the-art methods in the tested cases."
Aeronautic data analysis,"Jérôme Lacaille, Patrick Fabiani, Patricia Besson","1 - Safran Aircraft Engines -DataLab Moissy-Cramayel France
2 - Dassault Aviation -Études Scientifiques Saint-Cloud France
3 - Thales -Research & Technology Palaiseau France","The latest IPCC 1 report shows that the aviation industry is responsible for around 2% of greenhouse gas emissions; this is lower than emissions from many other sectors, but still equivalent to the total emissions of a European country like Germany. Following the recommendations of the International Civil Aviation Organization (ICAO 2 ) and its long-term global aspirational goal (LTAG), the aeronautics industry has come together under the Air Transport Aviation Group (ATAG 3 ) to converge towards zero greenhouse gas emissions by 2050, such as CO2 emissions and other radiative effects such as those generated by condensation trails. To achieve this goal, we have a number of levers at our disposal: technical improvements to our engines and aircrafts, the use of new sustainable fuels, and the use of data now accessible thanks to new engineering 4.0 technologies. This document first presents the data we now have at our disposal. The second section briefly recalls the opportunities offered by new renewable fuels. Finally, we present some digital approaches and conclude with details of three central themes illustrated by the contributions to this special session.",Aeronautic data analysis,https://doi.org/10.14428/esann/2024.ES2024-7,2024,100.0,"Aeronautic data analysis The latest IPCC 1 report shows that the aviation industry is responsible for around 2% of greenhouse gas emissions; this is lower than emissions from many other sectors, but still equivalent to the total emissions of a European country like Germany. Following the recommendations of the International Civil Aviation Organization (ICAO 2 ) and its long-term global aspirational goal (LTAG), the aeronautics industry has come together under the Air Transport Aviation Group (ATAG 3 ) to converge towards zero greenhouse gas emissions by 2050, such as CO2 emissions and other radiative effects such as those generated by condensation trails. To achieve this goal, we have a number of levers at our disposal: technical improvements to our engines and aircrafts, the use of new sustainable fuels, and the use of data now accessible thanks to new engineering 4.0 technologies. This document first presents the data we now have at our disposal. The second section briefly recalls the opportunities offered by new renewable fuels. Finally, we present some digital approaches and conclude with details of three central themes illustrated by the contributions to this special session."
ProtoNCD: Prototypical Parts for Interpretable Novel Class Discovery,"Tomasz Michalski, Dawid Rymarczyk, Daniel Barczyk, Bartosz Zieliński","1 - Doctoral School of Exact and Natural Sciences Jagiellonian University Poland
2 - Faculty of Mathematics and Computer Science Jagiellonian University Poland
6 - -IDEAS NCBR Poland","In this work, we introduce ProtoNCD, a novel approach to novel class discovery (NCD) that leverages prototypical parts for enhanced interpretability. ProtoNCD extends the ProtoPool methodology to the NCD setting, employing techniques such as knowledge distillation and specialized prototypical parts initialization. Through comprehensive experiments on the CUB-200-2011 dataset, we demonstrate the efficacy of ProtoNCD and its pivotal role in explaining how the reasoning of known classes influences predictions for those newly discovered.",Trust in Artificial Intelligence: Beyond Interpretability,https://doi.org/10.14428/esann/2024.ES2024-70,2024,100.0,"ProtoNCD: Prototypical Parts for Interpretable Novel Class Discovery In this work, we introduce ProtoNCD, a novel approach to novel class discovery (NCD) that leverages prototypical parts for enhanced interpretability. ProtoNCD extends the ProtoPool methodology to the NCD setting, employing techniques such as knowledge distillation and specialized prototypical parts initialization. Through comprehensive experiments on the CUB-200-2011 dataset, we demonstrate the efficacy of ProtoNCD and its pivotal role in explaining how the reasoning of known classes influences predictions for those newly discovered."
Safety-Oriented Pruning and Interpretation of Reinforcement Learning Policies *,"Dennis Groß, Helge Spieker",1 - Simula Research Laboratory Oslo Norway,"Pruning neural networks (NNs) can streamline them but risks removing vital parameters from safe reinforcement learning (RL) policies. We introduce an interpretable RL method called VERINTER, which combines NN pruning with model checking to ensure interpretable RL safety. VERINTER exactly quantifies the effects of pruning and the impact of neural connections on complex safety properties by analyzing changes in safety measurements. This method maintains safety in pruned RL policies and enhances understanding of their safety dynamics, which has proven effective in multiple RL settings.",Trust in Artificial Intelligence: Beyond Interpretability,https://doi.org/10.14428/esann/2024.ES2024-71,2024,98.71794871794873,"Safety-Oriented Pruning and Interpretation of Reinforcement Learning Policies * Pruning neural networks (NNs) can streamline them but risks removing vital parameters from safe reinforcement learning (RL) policies. We introduce an interpretable RL method called VERINTER, which combines NN pruning with model checking to ensure interpretable RL safety. VERINTER exactly quantifies the effects of pruning and the impact of neural connections on complex safety properties by analyzing changes in safety measurements. This method maintains safety in pruned RL policies and enhances understanding of their safety dynamics, which has proven effective in multiple RL settings."
Positive and Scale Invariant Gaussian Process Latent Variable Model for Astronomical Spectra,"Nikolaos Gianniotis, Iliana Cortés Pérez, Kai Polsterer",1 - Astroinformatics -HITS gGmbH Schloss Wolfsbrunnenweg 35 D-69118 Heidelberg Germany,"We propose a probabilistic model that reduces the dimensionality of positive-valued data in a scale-invariant way, treating data items that differ only in scaling as identical. Extending the Gaussian Process Latent Variable Model, we ensure positive function values by applying a non-linear transformation to latent function values. To address the intractable marginal log-likelihood, we utilize a variational lower bound and amortized inference to reduce the number of variational parameters. We apply our model to reconstructing partially observed spectra and show how its scale-invariant property leads to better reconstructions.",Nonlinear dimensionality reduction and unsupervised learning,https://doi.org/10.14428/esann/2024.ES2024-72,2024,100.0,"Positive and Scale Invariant Gaussian Process Latent Variable Model for Astronomical Spectra We propose a probabilistic model that reduces the dimensionality of positive-valued data in a scale-invariant way, treating data items that differ only in scaling as identical. Extending the Gaussian Process Latent Variable Model, we ensure positive function values by applying a non-linear transformation to latent function values. To address the intractable marginal log-likelihood, we utilize a variational lower bound and amortized inference to reduce the number of variational parameters. We apply our model to reconstructing partially observed spectra and show how its scale-invariant property leads to better reconstructions."
From Three to Two Dimensions: 2D Quaternion Convolutions for 3D Images,"Valentin Delchevalerie, Benoît Frénay, Alexandre Mayer","1 - Faculty of Computer Science University of Namur -NaDI/naXys institutes Rue Grandgagnage 21 5000 Namur Belgium
3 - Department of Physics Rue de Bruxelles 61 University of Namur -naXys institute 5000 Namur Belgium","In fields like biomedical imaging, it is common to manage 3D images instead of 2D ones (CT-scans, MRI, 3D-ultrasound, etc.). Although 3D-Convolutional Neural Networks (CNNs) are generally more powerful compared to their 2D counterparts for such applications, it also comes at the cost of an increase in computational resources (both in time and memory). In this work, we present a new way to build 2D representations of 3D images while minimizing the information loss by leveraging quaternions. Those quaternion CNNs are able to offer competitive performance while significantly reducing computational complexity.",Image processing and computer vision,https://doi.org/10.14428/esann/2024.ES2024-73,2024,100.0,"From Three to Two Dimensions: 2D Quaternion Convolutions for 3D Images In fields like biomedical imaging, it is common to manage 3D images instead of 2D ones (CT-scans, MRI, 3D-ultrasound, etc.). Although 3D-Convolutional Neural Networks (CNNs) are generally more powerful compared to their 2D counterparts for such applications, it also comes at the cost of an increase in computational resources (both in time and memory). In this work, we present a new way to build 2D representations of 3D images while minimizing the information loss by leveraging quaternions. Those quaternion CNNs are able to offer competitive performance while significantly reducing computational complexity."
Human Activity Recognition from Thigh and Wrist Accelerometry,"Alejandro Castellanos, Antonio López, Diego García, Diego Álvarez, Juan Álvarez","1 - Electrical Engineering Department Departamental Oeste) Multisensor Systems and Robotics Lab (SiMuR) University of Oviedo. C/Pedro Puig Adam bloque 2, 2.1.09 33204, Campus de Gijón Ed. Torres Quevedo Spain","The IMPaCT Cohort (ISCIII, Spain) is expected to collect biomechanical parameters from a wide population (~200,000) over seven consecutive days, using a triaxial accelerometer and a gyroscope positioned on both the wrist and thigh of participants. This will be one of the distinctive features of the Cohort, based on the hypothesis that simultaneous placement of two devices on the wrist and thigh will enable accurate classification of subjects' activity. In this study, we aim to explore this crucial aspect using Deep CNNs and data from publicly available datasets. Our experimental findings demonstrate an 85% accuracy achieved when utilizing data from both the thigh and wrist. The results support the hypothesis that incorporating accelerometry data from both limbs enhances classification, yielding over a 15% increase in accuracy compared to using data from a single limb alone.",Classification and regression,https://doi.org/10.14428/esann/2024.ES2024-75,2024,100.0,"Human Activity Recognition from Thigh and Wrist Accelerometry The IMPaCT Cohort (ISCIII, Spain) is expected to collect biomechanical parameters from a wide population (~200,000) over seven consecutive days, using a triaxial accelerometer and a gyroscope positioned on both the wrist and thigh of participants. This will be one of the distinctive features of the Cohort, based on the hypothesis that simultaneous placement of two devices on the wrist and thigh will enable accurate classification of subjects' activity. In this study, we aim to explore this crucial aspect using Deep CNNs and data from publicly available datasets. Our experimental findings demonstrate an 85% accuracy achieved when utilizing data from both the thigh and wrist. The results support the hypothesis that incorporating accelerometry data from both limbs enhances classification, yielding over a 15% increase in accuracy compared to using data from a single limb alone."
Constraints as Alternative Learning Objective in Deep Learning,"Quinten Van Baelen, Peter Karsmakers","1 - Flanders Make@KU Leuven Belgium
3 - Dept. of Computer Science Leuven.AI 1 -KU, B-2440 Leuven, Geel Campus, Geel Belgium","The success of deep learning has been based on smooth loss functions that can easily be optimized using gradient descent and an off-the-shelf optimizer. However, training a neural network for a new application is not trivial as it requires many hyperparameters to be tuned. Several issues exist such as overfitting and underfitting. Many applications allow for some errors to be made, although, traditional learning objectives will influence the training in all cases except the one perfect prediction is made. In this work, constraints are proposed to replace the cross-entropy or the mean squared error to allow the neural network to make some errors. These errors can be set in advance to reflect how accurate the predictions of the neural network need to be. For each loss function, it is shown on two different data sets that the proposed constraint based learning performs similarly or even outperforms the standard loss functions. Moreover, in the case of classification problems, the constraints can result in predictions with significantly higher probability on a test set.",Classification and regression,https://doi.org/10.14428/esann/2024.ES2024-76,2024,100.0,"Constraints as Alternative Learning Objective in Deep Learning The success of deep learning has been based on smooth loss functions that can easily be optimized using gradient descent and an off-the-shelf optimizer. However, training a neural network for a new application is not trivial as it requires many hyperparameters to be tuned. Several issues exist such as overfitting and underfitting. Many applications allow for some errors to be made, although, traditional learning objectives will influence the training in all cases except the one perfect prediction is made. In this work, constraints are proposed to replace the cross-entropy or the mean squared error to allow the neural network to make some errors. These errors can be set in advance to reflect how accurate the predictions of the neural network need to be. For each loss function, it is shown on two different data sets that the proposed constraint based learning performs similarly or even outperforms the standard loss functions. Moreover, in the case of classification problems, the constraints can result in predictions with significantly higher probability on a test set."
CNNGen: A Generator and a Dataset for Energy-Aware Neural Architecture Search,"Antoine Gratia, Hong Liu, Shin Ichi Satoh, Paul Temple, Pierre-Yves Schobbens, Gilles Perrouin","1 - Digital Content and Media Sciences Research Division National Institute of Informatics Tokyo Japan
3 - University of Rennes IRISA Rennes Inria France
4 - Faculty of Computer Science University of Namur 1-NaDI Belgium","Neural Architecture Search (NAS) methods seek optimal networks by exploring thousands of variants of a reference architecture. Yet, optimality is typically related to prediction performance, overlooking the environmental impacts of training. Thus, NAS search spaces are unfit for performance and energy consumption trade-offs. We contribute to energy-aware NAS with (i) a grammar-based Convolutional Neural Network generator (CN-NGen) producing diverse architectures not based on a reference one; (ii) 1,300 available architectures obtained via CNNGen with their implementation, energy consumption and performance measurements; (iii) Three state-of-the-art predictors releasing the need for trained models for performance and energy estimation. 
 CNN Generator (CNNGen) CNNGen uses the Xtext context-free grammar framework  [3]  to generate CNN architectures. The sequence of grammar tokens describes the CNN's topology (i.e., the succession of layers). Our grammar captures the CNN domain knowledge to produce valid architectures. Thus, CNNGen differs from other NAS methods like NASBench [2] Indeed, CNNGen produces architectures from scratch and not as variants of existing ones. CNNGen also comes with an editor allowing to specify architectures. From a valid sequence of grammar tokens, 173",Classification and regression,https://doi.org/10.14428/esann/2024.ES2024-77,2024,100.0,"CNNGen: A Generator and a Dataset for Energy-Aware Neural Architecture Search Neural Architecture Search (NAS) methods seek optimal networks by exploring thousands of variants of a reference architecture. Yet, optimality is typically related to prediction performance, overlooking the environmental impacts of training. Thus, NAS search spaces are unfit for performance and energy consumption trade-offs. We contribute to energy-aware NAS with (i) a grammar-based Convolutional Neural Network generator (CN-NGen) producing diverse architectures not based on a reference one; (ii) 1,300 available architectures obtained via CNNGen with their implementation, energy consumption and performance measurements; (iii) Three state-of-the-art predictors releasing the need for trained models for performance and energy estimation. 
 CNN Generator (CNNGen) CNNGen uses the Xtext context-free grammar framework  [3]  to generate CNN architectures. The sequence of grammar tokens describes the CNN's topology (i.e., the succession of layers). Our grammar captures the CNN domain knowledge to produce valid architectures. Thus, CNNGen differs from other NAS methods like NASBench [2] Indeed, CNNGen produces architectures from scratch and not as variants of existing ones. CNNGen also comes with an editor allowing to specify architectures. From a valid sequence of grammar tokens, 173"
Enhancing Echo State Networks with Gradient-based Explainability Methods,"Francesco Spinnato, Andrea Cossu, Riccardo Guidotti, Andrea Ceni, Claudio Gallicchio, Davide Bacciu","1 - University of Pisa Italy
2 - ISTI-CNR Pisa Italy","Recurrent Neural Networks are effective for analyzing temporal data, such as time series, but they often require costly and time-intensive training. Echo State Networks simplify the training process by using a fixed recurrent layer, the reservoir, and a trainable output layer, the readout. In sequence classification problems, the readout typically receives only the final state of the reservoir. However, averaging all states can sometimes be beneficial. In this work, we assess whether a weighted average of hidden states can enhance the Echo State Network performance. To this end, we propose a gradient-based, explainable technique to guide the contribution of each hidden state towards the final prediction. We show that our approach outperforms the naive average, as well as other baselines, in time series classification, particularly on noisy data.",Informed Machine Learning for Complex Data,https://doi.org/10.14428/esann/2024.ES2024-78,2024,100.0,"Enhancing Echo State Networks with Gradient-based Explainability Methods Recurrent Neural Networks are effective for analyzing temporal data, such as time series, but they often require costly and time-intensive training. Echo State Networks simplify the training process by using a fixed recurrent layer, the reservoir, and a trainable output layer, the readout. In sequence classification problems, the readout typically receives only the final state of the reservoir. However, averaging all states can sometimes be beneficial. In this work, we assess whether a weighted average of hidden states can enhance the Echo State Network performance. To this end, we propose a gradient-based, explainable technique to guide the contribution of each hidden state towards the final prediction. We show that our approach outperforms the naive average, as well as other baselines, in time series classification, particularly on noisy data."
ChatDT: Simplifying Constraint Integration in Decision Trees,"Abiola Chokki, Benoît Frénay",1 - Faculty of Computer Science PReCISE Rue Grandgagnage 21 University of Namur -NaDI B-5000 Namur Belgium,"Decision trees help domain experts, such as doctors and bankers, rationalize system decisions. However, existing methods lack user-friendly ways to integrate multiple constraints and identify branches for pruning. This paper introduces ChatDT, a prototype developed with a new domain-specific language and an enhanced version of the CART algorithm to address these challenges. An evaluation involving 22 participants highlights ChatDT's effectiveness, confirming its role in facilitating decision tree creation tailored to domain-specific constraints and identifying branches for pruning.",Language models,https://doi.org/10.14428/esann/2024.ES2024-8,2024,100.0,"ChatDT: Simplifying Constraint Integration in Decision Trees Decision trees help domain experts, such as doctors and bankers, rationalize system decisions. However, existing methods lack user-friendly ways to integrate multiple constraints and identify branches for pruning. This paper introduces ChatDT, a prototype developed with a new domain-specific language and an enhanced version of the CART algorithm to address these challenges. An evaluation involving 22 participants highlights ChatDT's effectiveness, confirming its role in facilitating decision tree creation tailored to domain-specific constraints and identifying branches for pruning."
Why long model-based rollouts are no reason for bad Q-value estimates,"Philipp Wissmann, Daniel Hein, Steffen Udluft, Volker Tresp","1 - Ludwig-Maximilians-Universität München (LMU) Munich Germany
2 - Siemens AG, Technology Munich Germany","This paper explores the use of model-based offline reinforcement learning with long model rollouts. While some literature criticizes this approach due to compounding errors, many practitioners have found success in real-world applications. The paper aims to demonstrate that long rollouts do not necessarily result in exponentially growing errors and can actually produce better Q-value estimates than model-free methods. These findings can potentially enhance reinforcement learning techniques. * The project this report is based on was supported with funds from the German Federal Ministry of Education and Research under project number 16ME0735K. The sole responsibility for the report's contents lies with the authors.","Time series, recurrent and reinforcement learning",https://doi.org/10.14428/esann/2024.ES2024-80,2024,100.0,"Why long model-based rollouts are no reason for bad Q-value estimates This paper explores the use of model-based offline reinforcement learning with long model rollouts. While some literature criticizes this approach due to compounding errors, many practitioners have found success in real-world applications. The paper aims to demonstrate that long rollouts do not necessarily result in exponentially growing errors and can actually produce better Q-value estimates than model-free methods. These findings can potentially enhance reinforcement learning techniques. * The project this report is based on was supported with funds from the German Federal Ministry of Education and Research under project number 16ME0735K. The sole responsibility for the report's contents lies with the authors."
Adversarial Training without Hard Labels,"Ammar Al-Najjar, István Megyeri, Márk Jelasity","1 - University of Szeged Hungary
4 - -HUN-REN-SZTE Research Group on Artificial Intelligence Hungary","Adversarial training is widely used to enhance classifier robustness. Several improvements have been proposed including different forms of distillation and self-alignment. Here, we propose a novel loss function combining these two approaches, while not using the hard ground truth labels directly. Our new loss function is demonstrated to simultaneously improve both the robustness and the accuracy of some well-known competing solutions. This is a step towards combatting the robustnessaccuracy tradeoff, a crucial issue in adversarial training. Our method also reduces the variance of the accuracy over the classes in the experimental scenarios we examined, leading to a more balanced model.",Classification and regression,https://doi.org/10.14428/esann/2024.ES2024-81,2024,100.0,"Adversarial Training without Hard Labels Adversarial training is widely used to enhance classifier robustness. Several improvements have been proposed including different forms of distillation and self-alignment. Here, we propose a novel loss function combining these two approaches, while not using the hard ground truth labels directly. Our new loss function is demonstrated to simultaneously improve both the robustness and the accuracy of some well-known competing solutions. This is a step towards combatting the robustnessaccuracy tradeoff, a crucial issue in adversarial training. Our method also reduces the variance of the accuracy over the classes in the experimental scenarios we examined, leading to a more balanced model."
XAI and Bias of Deep Graph Networks,"Michele Fontanesi, Alessio Micheli, Marco Podda",1 - Department of Computer Science University of Pisa Largo B. Pontecorvo 3 56127 Pisa Italy,"Generalization in machine learning involves introducing inductive biases that restrict the solution space of the learning problem, allowing for the inductive leap. In this paper, we show the existence of different inductive biases between convolutional and recursive Deep Graph Networks (DGN) by applying Explainable AI (XAI) methods as model inspection techniques. We show that different architectures can perfectly solve the given tasks by learning different labelling policies. Our results promote the usage of different architectures to address a task and raise warnings on the assessment of XAI techniques as their benchmarks may contain more ground truths than those provided.",Informed Machine Learning for Complex Data,https://doi.org/10.14428/esann/2024.ES2024-85,2024,100.0,"XAI and Bias of Deep Graph Networks Generalization in machine learning involves introducing inductive biases that restrict the solution space of the learning problem, allowing for the inductive leap. In this paper, we show the existence of different inductive biases between convolutional and recursive Deep Graph Networks (DGN) by applying Explainable AI (XAI) methods as model inspection techniques. We show that different architectures can perfectly solve the given tasks by learning different labelling policies. Our results promote the usage of different architectures to address a task and raise warnings on the assessment of XAI techniques as their benchmarks may contain more ground truths than those provided."
Evaluation methodology for disentangled uncertainty quantification on regression models,"Kevin Pasini, Clement Arlotti, Milad Leyli-Abadi, Marc Nabhan, Johanna Baro","1 - -IRT SystemX Paris France
4 - -Air Liquide Les-Loges-en-Josas France","A practical way to enhance the confidence of the predictions made by Machine Learning (ML) models is to enrich them with trustworthiness addons such as Uncertainty Quantification (UQ). Existing UQ paradigms capture two intertwined components (epistemic and aleatoric), but few of them evaluate their disentanglement, even less on real data. We thus propose and implement a methodology to assess the effectiveness of uncertainty disentanglement despite the absence of ground truth in real datasets. To do so, we use a data withdrawal-based strategy to simulate Out-of-Distribution (OOD) data and evaluate four state-of-the-art UQ approaches.",Trust in Artificial Intelligence: Beyond Interpretability,https://doi.org/10.14428/esann/2024.ES2024-87,2024,100.0,"Evaluation methodology for disentangled uncertainty quantification on regression models A practical way to enhance the confidence of the predictions made by Machine Learning (ML) models is to enrich them with trustworthiness addons such as Uncertainty Quantification (UQ). Existing UQ paradigms capture two intertwined components (epistemic and aleatoric), but few of them evaluate their disentanglement, even less on real data. We thus propose and implement a methodology to assess the effectiveness of uncertainty disentanglement despite the absence of ground truth in real datasets. To do so, we use a data withdrawal-based strategy to simulate Out-of-Distribution (OOD) data and evaluate four state-of-the-art UQ approaches."
On the Fine Structure of Drifting Features,"Fabian Hinder, Valerie Vaquet, Barbara Hammer",1 - Bielefeld University -Inspiration 1 33619 Bielefeld Germany,"Feature selection is one of the most relevant preprocessing and analysis techniques in machine learning, allowing for increases in model performance and knowledge discovery. In online setups, both can be affected by concept drift, i.e., changes of the underlying distribution. Recently, an adaption of classical feature relevance approaches to drift detection was introduced. While the method increases detection performance significantly, there is only little discussion on the explanatory aspects. In this work, we focus on understanding the structure of the ongoing drift by transferring the concept of strongly and weakly relevant features to it. We empirically evaluate our methodology using graphical models.","Machine learning in distributed, federated and non-stationery environments",https://doi.org/10.14428/esann/2024.ES2024-89,2024,100.0,"On the Fine Structure of Drifting Features Feature selection is one of the most relevant preprocessing and analysis techniques in machine learning, allowing for increases in model performance and knowledge discovery. In online setups, both can be affected by concept drift, i.e., changes of the underlying distribution. Recently, an adaption of classical feature relevance approaches to drift detection was introduced. While the method increases detection performance significantly, there is only little discussion on the explanatory aspects. In this work, we focus on understanding the structure of the ongoing drift by transferring the concept of strongly and weakly relevant features to it. We empirically evaluate our methodology using graphical models."
Sparse Uncertainty-Informed Sampling from Federated Streaming Data,"Manuel Röder, Frank-Michael Schleif","1 - Fac. of Computer Science Technical UAS Würzburg-Schweinfurt Würzburg DE
2 - Faculty of Technology Bielefeld University Bielefeld DE
3 - Center for Artificial Intelligence and Robotics Würzburg DE","We present a numerically robust, computationally efficient approach for non-I.I.D. data stream sampling in federated client systems, where resources are limited and labeled data for local model adaptation is sparse and expensive. The proposed method identifies relevant stream observations to optimize the underlying client model, given a local labeling budget, and performs instantaneous labeling decisions without relying on any memory buffering strategies. Our experiments show enhanced training batch diversity and an improved numerical robustness of the proposal compared to existing strategies over large-scale data streams, making our approach an effective and convenient solution in FL environments. * MR is supported through the Bavarian HighTech Agenda, specifically by the Würzburg Center for Artificial Intelligence and Robotics (CAIRO) and the ProPere THWS scholarship.","Machine learning in distributed, federated and non-stationery environments",https://doi.org/10.14428/esann/2024.ES2024-9,2024,100.0,"Sparse Uncertainty-Informed Sampling from Federated Streaming Data We present a numerically robust, computationally efficient approach for non-I.I.D. data stream sampling in federated client systems, where resources are limited and labeled data for local model adaptation is sparse and expensive. The proposed method identifies relevant stream observations to optimize the underlying client model, given a local labeling budget, and performs instantaneous labeling decisions without relying on any memory buffering strategies. Our experiments show enhanced training batch diversity and an improved numerical robustness of the proposal compared to existing strategies over large-scale data streams, making our approach an effective and convenient solution in FL environments. * MR is supported through the Bavarian HighTech Agenda, specifically by the Würzburg Center for Artificial Intelligence and Robotics (CAIRO) and the ProPere THWS scholarship."
Learning Kernel Parameters for Support Vector Classification Using Similarity Embeddings,"Murilo Menezes, Luiz Torres, Antonio Braga","1 - Department of Electronics Engineering Federal University of Minas Gerais Av. Antônio Carlos 6627, 30161-970 Pampulha, Belo Horizonte MG Brazil
2 - Department of Computing and Systems Federal University of Ouro 35931-008 Preto
3 - João Monlevade MG Brazil","In order to solve non-linear problems, kernel-based classifiers rely on implicit mappings to very high-dimensional spaces. These target spaces, although mathematically robust, often lack the property of visual interpretation, limiting the intuition of the problem at hand. In this work, the notion of a similarity space is presented, to which one can map input samples and visualize how they interact under a given kernel function. By exploring statistics in such space, a class separability measure is derived, which can be used to find optimal kernel parameters for binary classification. Experiments using support vector machines were conducted, showing the method's effectiveness when compared to grid-search approaches.",Classification and regression,https://doi.org/10.14428/esann/2024.ES2024-90,2024,100.0,"Learning Kernel Parameters for Support Vector Classification Using Similarity Embeddings In order to solve non-linear problems, kernel-based classifiers rely on implicit mappings to very high-dimensional spaces. These target spaces, although mathematically robust, often lack the property of visual interpretation, limiting the intuition of the problem at hand. In this work, the notion of a similarity space is presented, to which one can map input samples and visualize how they interact under a given kernel function. By exploring statistics in such space, a class separability measure is derived, which can be used to find optimal kernel parameters for binary classification. Experiments using support vector machines were conducted, showing the method's effectiveness when compared to grid-search approaches."
