Year,Title,Authors,Abstract,Keywords/Content Category,PDF link
2022,Deep Learning Approaches for mice glomeruli segmentation,"Duccio Meconcelli, Simone Bonechi, Giovanna Maria Dimitri","Deep learning (DL) is widely applied in biomedical image processing nowadays. In this paper, we propose the use of DL architectures for glomerulus segmentation in histopathological images of mouse kidneys. Indeed, in humans, the analysis of the glomeruli is fundamental to decide on the transplantability of the organ. However, no datasets with human samples are publicly available. Therefore, obtaining good segmentation performance on the kidneys of mice could be the first step for a transfer learning approach to humans. We compared the use of two well–known architectures for image segmentation, namely MobileNet and DeepLab V2. Both models showed very promising results.",Deep Semantic Segmentation Models in Computer Vision,https://doi.org/10.14428/esann/2022.ES2022-40
2022,A Deep Learning approach for oocytes segmentation and analysis,"Paolo Andreini, Niccolò Pancino, Filippo Costanti, Gabriele Eusepi, Barbara Toniella Corradini","Medical Assisted Procreation (MAP) has seen a sharp increase in demand over the past decade, due to a variety of reasons, including genetic factors, health conditions altered by stress and pollution, as well as delayed pregnancy and age-related loss of fertility.  The success of MAP techniques is strongly correlated to the dexterity of a human operator, who is asked to classify and select healthy oocytes to fertilize and return to the uterus. This work describes a deep learning approach to the segmentation of oocyte images, to support operators in their selection, to improve the success probability of MAP.",Deep Semantic Segmentation Models in Computer Vision,https://doi.org/10.14428/esann/2022.ES2022-44
2022,A weakly supervised approach to skin lesion segmentation,Simone Bonechi,"Early detection of skin cancers greatly increases patients' chances of recovery. To support dermatologists in this diagnosis, many decision support systems based on Convolutional Neural Networks have recently been proposed to segment the lesion and classify it. The use of the information coming from the segmentation, as an additional input to the classifier, proved to be fundamental to increase its performance and, in fact, the shape of the lesion is of diagnostic importance unanimously recognized by clinicians. However, in the ISIC database, the public reference dataset that collects a huge number of skin lesion images, all samples are labeled for classification but only a very small fraction of them are also labeled for segmentation. To overcome this limitation, the present paper proposes a weakly supervised approach to extract the segmentation label maps of approximately 43,000 ISIC images, used to train a segmentation network, with very promising performance.",Deep Semantic Segmentation Models in Computer Vision,https://doi.org/10.14428/esann/2022.ES2022-46
2022,Deep Semantic Segmentation in Skin Detection,"Daniela Cuza, Andrea Loreggia, Alessandra Lumini, Loris Nanni","Deep semantic segmentation is a task that identifies objects and their boundaries in images, to do that a classification task is performed at the pixel level to tag whether a pixel belongs to an object. In skin detection, areas of images are classified as skin or non-skin regions. In this work, we report a short survey of the recent literature covering the task to help researchers in selecting the most suitable method for their application and to expand the knowledge about the available datasets for this topic. A compact empirical evaluation comparing recent models and a new ensemble model is reported.",Deep Semantic Segmentation Models in Computer Vision,https://doi.org/10.14428/esann/2022.ES2022-35
2022,Lightening CNN architectures by regularization driven weights' pruning,"Giovanni Bonetta, Rossella Cancelliere","Deep learning models are getting increasingly big, leading towards overparametrized architectures with high computational and storage requirements. This hinders the possibility to train/deploy them on IoT or mobile devices, while also creating concerns about their environmental fingerprint. We propose a regularization technique which allows to selectively shrink the norm of non significant weights in order to subsequently prune them, generating highly compressed models. We tested the proposed technique on three well known image classification tasks, obtaining results on par or better than competitors in terms of sparsity and metrics.","Deep learning, signal, image",https://doi.org/10.14428/esann/2022.ES2022-102
2022,Real-time capable Ensemble Estimation for 2D Object Detection,"Lukas Enderich, Simon Heming","Deep neural networks tend to make overconfident predictions. Although ensemble methods improve the predictive performance by producing better calibrated confidences, they are computationally expensive. Thus, we propose a real-time capable ensemble method for object detection that significantly improves the performance with only a minor increase in runtime. Our method diversifies the prediction of the class probabilities on the anchor space using multiple classification heads. A regularization further increases the diversity of the heads, making ensemble distillation unnecessary. On the KITTI benchmark dataset, our approach increases the mean average precision of an SSD based network from 0.58 to 0.71.","Deep learning, signal, image",https://doi.org/10.14428/esann/2022.ES2022-41
2022,Battery detection of XRay images using transfer learning,"Nermeen Abou Baker, David Rohrschneider, Uwe Handmann","The need for detecting and sorting batteries is drastically increasing for many applications. This study proves the potential of transfer learning in predicting whether the image contains a battery or not, the location and identifying three types of batteries, namely: prismatic, pouch, and cylindrical Lithium-Ion Batteries (LIB). Particularly, it focuses on the transfer learning method in two applications: Training a large-scale dataset to detect electronic devices using a pre-trained YOLOv5m, then using these latter trained weights to detect and classify the batteries. The precision of battery detection achieves 94%, which outperforms the pre-trained YOLOv5m weights with 5%, in 22ms inference time.","Deep learning, signal, image",https://doi.org/10.14428/esann/2022.ES2022-60
2022,PCA improves the adversarial robustness of neural networks,"István Megyeri, Ammar  Al-Najjar","Deep neural networks perform well in many visual recognition tasks, but they are sensitive to adversarial input perturbation. More robust models can be learned when attacks are applied to the training data or preprocessing is used. However, the effect of preprocessing is frequently underestimated and it has not received sufficient attention as it usually does not affect the network's clean accuracy. Here, we seek to demonstrate that preprocessing can play a role in improving adversarial robustness. Our empirical results show that principal component analysis, a simple yet effective preprocessing method, can significantly improve neural networks' robustness for both regular and adversarial training.","Deep learning, signal, image",https://doi.org/10.14428/esann/2022.ES2022-96
2022,Deep networks with ReLU activation functions can be smooth statistical models,Joseph Rynkiewicz,"Most Deep neural networks use ReLU activation functions. Since these functions are not differentiable in $0$, we may believe that such models may have irregular behavior. In this paper, we will show that the issue is more in the data than in the model, and if the data are ``smooth'', the model will be differentiable in a suitable sense. We give a striking illustration of this fact with the example of adversarial attacks.","Deep learning, signal, image",https://doi.org/10.14428/esann/2022.ES2022-20
2022,Challenges in anomaly and change point detection,"Madalina Olteanu, Fabrice Rossi, Florian Yger","This paper presents an introduction to the state-of-the-art in anomaly and change-point detection. On the one hand, the main concepts needed to understand the vast scientific literature on those subjects are introduced. On the other, a selection of important surveys and books, as well as two selected active research topics in the field, are presented.",Anomaly and change point detection,https://doi.org/10.14428/esann/2022.ES2022-6
2022,Anomaly detections on the oil system of a turbofan engine by a neural autoencoder,"Jean Coussirou, Thomas Vanaret, Jérôme Lacaille",The turbofan engine uses oil to lubricate and cool its components. This extremely sensitive system can cause in-flight engine shutdowns in the event of a failure. This article presents the implementation of a fully automatic anomaly detection system capable of detecting both known phenomena and exceptional cases using weak signals.,Anomaly and change point detection,https://doi.org/10.14428/esann/2022.ES2022-24
2022,Contrasting Explanation of Concept Drift,"Fabian  Hinder, André Artelt, Valerie Vaquet, Barbara Hammer","The notion of concept drift refers to the phenomenon that the distribution, which is underlying the observed data, changes over time; as a consequence machine learning models may become inaccurate and need adjustment. While there do exist methods to detect concept drift or to adjust models in the presence of observed drift, the question of explaining drift is still widely unsolved. This problem is of importance, since it enables an understanding of the most prominent drift characteristics. In this work we propose to explain concept drift by means of contrasting explanations describing characteristic changes of spatial features. We demonstrate the usefulness of the explanation in several examples.",Anomaly and change point detection,https://doi.org/10.14428/esann/2022.ES2022-71
2022,Anomaly detection and representation learning in an instrumented railway bridge,"Yacine Bel-Hadj, Wout Weijtjens, Francisco de Nolasco Santos","In this contribution, the strain measurements of a railway bridge are used for anomaly detection, in the context of Structural Health Monitoring (SHM). The methodology used is a combination of a sparse convolutional autoencoder (CSAE) and a Mahalanobis distance. Due to the lack of labeled anomalous data, a simulated fault is used to evaluate the performance of the algorithm. The proposed approach far outperforms the classical feature-based approach. Finally, the latent dimension of the autoencoder is studied and shown to be structured and representative of the underlying physics of the problem.",Anomaly and change point detection,https://doi.org/10.14428/esann/2022.ES2022-29
2022,Deep Semantic Segmentation Models in Computer Vision,"Paolo Andreini, Giovanna Maria Dimitri","Recently, deep learning models have had a huge impact on computer vision applications, in particular in semantic segmentation, in which many challenges are open. As an example, the lack of large annotated datasets implies the need for new semi-supervised and unsupervised techniques. This problem is particularly relevant in the medical field due to privacy issues and high costs of image tagging by medical experts. The aim of this tutorial overview paper is to provide a short overview of the recent results and advances regarding deep learning applications in computer vision particularly for what concerns semantic segmentation",Deep Semantic Segmentation Models in Computer Vision,https://doi.org/10.14428/esann/2022.ES2022-5
2022,Data stream generation through real concept's interpolation,"Joanna Komorniczak, Pawel Ksieniewicz",Among the recently published works in the field of data stream analysis – both in the context of classification task and concept drift detection – the deficit of real-world data streams is a recurring problem. This article proposes a method for generating data streams with given parameters based on real-world static data. The method uses one-dimensional interpolation to generate sudden or incremental concept drifts. The generated streams were subjected to an exemplary analysis in the concept drift detection task using a detector ensemble. The method has the potential to contribute to the development of methods focused on data stream processing.,Concept drift,https://doi.org/10.14428/esann/2022.ES2022-49
2022,Federated learning vector quantization for dealing with drift between nodes,"Johannes Brinkrolf, Valerie Vaquet, Fabian  Hinder, Patrick Menz, Udo Seiffert, Barbara Hammer",Federated learning is an efficient methodology to reduce the data transmissions to the server when working with large amounts of (sensor) data from diverse physical locations. When using data from different sensor devices concept drift between the single sensors poses an additional challenge. In this contribution we define a formal framework for federated learning with concept drift and propose a version of federated LVQ dealing with concept drift induced by different hyperspectral cameras. We evaluate this approach experimentally and demonstrate its robustness to class imbalance and missing classes.,Concept drift,https://doi.org/10.14428/esann/2022.ES2022-89
2022,From hyperspectral to multispectral sensing – from simulation to reality: A comprehensive approach for calibration model transfer,"Patrick Menz, Valerie Vaquet, Barbara Hammer, Udo Seiffert","High-resolution hyperspectral sensors provide precise but expensive information of the chemical composition of an object in various industries. We present a method to transfer this ability into customized low-budget multispectral solutions. Based on a relevance analysis of spectra for a given problem, we simulated and constructed a multispectral sensor based on inverse spectroscopy. The corresponding calibration model derived from simulation of such a device and linked to the multispectral sensor hardware must not drop in precision significantly. For this purpose, different methods of calibration model transfer were tested, which can cope with a limited subset of the data. The latent space transformation with Chebychev polynomials outperformed all other methods by achieving high performance with the fewest labeled data.",Concept drift,https://doi.org/10.14428/esann/2022.ES2022-56
2022,High Accuracy and Low Regret for User-Cold-Start Using Latent Bandits,"David Young, Douglas Leith","We develop a novel latent-bandit algorithm for tackling the cold-start problem for new users joining a recommender system. This new algorithm significantly outperforms the state of the art, simultaneously achieving both higher accuracy and lower regret.","Natural language processing, and recommender systems",https://doi.org/10.14428/esann/2022.ES2022-79
2022,Neural Architecture Search for Sentence Classification with BERT,"Philip Kenneweg, Sarah Schröder, Barbara Hammer","Pre training of language models on large text corpora is common prac- tice in Natural Language Processing. Following, fine tuning of these models is per- formed to achieve the best results on a variety of tasks. In this paper we question the common practice of only adding a single output layer as a classification head on top of the network. We perform an AutoML search to find architectures that outperform the current single layer at only a small compute cost. We validate our classification architecture on a variety of NLP benchmarks from the GLUE dataset. The source code is open-source and free (MIT licensed) software, available at https://github.com/TheMody/ NASforSentenceEmbeddingHeads.","Natural language processing, and recommender systems",https://doi.org/10.14428/esann/2022.ES2022-45
2022,Attention-based Ingredient Phrase Parser,"Zhengxiang Shi, Pin Ni, Meihui Wang, To Eun Kim, Aldo Lipani","As virtual personal assistants have now penetrated the consumer market, with products such as Siri and Alexa, the research community has produced several works on task-oriented dialogue tasks such as hotel booking, restaurant booking, and movie recommendation. Assisting users to cook is one of these tasks that are expected to be solved by intelligent assistants, where ingredients and their corresponding attributes, such as name, unit, and quantity, should be provided to users precisely and promptly. However, existing ingredient information scraped from the cooking website is in the unstructured form with huge variation in the lexical structure, for example, “1 garlic clove, crushed”, and “1 (8 ounce) package cream cheese, softened”, making it difficult to extract information exactly. To provide an engaged and successful conversational service to users for cooking tasks, we propose a new ingredient parsing model that can parse an ingredient phrase of recipes into the structure form with its corresponding attributes with over 0.93 F1-score. Experimental results show that our model achieves state-of-the-art performance on AllRecipes and Food.com datasets.","Natural language processing, and recommender systems",https://doi.org/10.14428/esann/2022.ES2022-10
2022,Improving Intensive Care Chest X-Ray Classification by Transfer Learning and Automatic Label Generation,"Helen Schneider, David Biesner, Sebastian Nowak, Yannik Layer, Maike Theis, Wolfgang Block, Benjamin Wulff, Alois M. Sprinkart, Ulrike I. Attenberger, Rafet Sifa","Radiologists commonly conduct chest X-rays for the diagnosis of pathologies or the evaluation of extrathoracic material positions in intensive care unit (ICU) patients. Automated assessments of radiographs have the potential to assist physicians by detecting pathologies that pose an emergency, leading to faster initiation of treatment and optimization of clinical workflows. The amount and quality of training data is a key aspect for developing deep learning models with reliable performance.  This work investigates the effects of transfer learning on public data, automatically generated data labels and manual data annotation on the classification of ICU chest X-rays of a German hospital.",Machine Learning and Information Theoretic Methods  for Molecular Biology and Medicine,https://doi.org/10.14428/esann/2022.ES2022-85
2022,Interactive visual analytics for medical data: application to COVID-19 clinical information during the first wave,"Ignacio Diaz-Blanco, Jose M. Enguita-Gonzalez, Diego Garcia-Perez, Maria Dolores Chiara-Romero, Nuria Valdes-Gallego, Ana Gonzalez-Muñiz, Abel A. Cuadrado-Vega","Biomedical data recorded as a result of clinical practice are often multi-domain -involving lab measurements, medication, patient attributes, logistic information-, and also highly unstructured, with high rates of missing data and asynchronously sampled measurements. In this scenario, we need tools capable of providing a broad picture prior to more detailed analyses. We present here a visual analytics approach that uses the morphing projections technique to combine the visualization of a t-SNE projection of clinical time series, with views of other clinical or patient's information. The proposed approach is demonstrated on an application case study of COVID-19 clinical information taken during the first wave.",Machine Learning and Information Theoretic Methods  for Molecular Biology and Medicine,https://doi.org/10.14428/esann/2022.ES2022-31
2022,Efficient classification learning of biochemical structured data by means of relevance weighting for sensoric response features,"Katrin Sophie Bohnsack, Marika Kaden, Julius Voigt, Thomas Villmann","We present an approach for generating vectorial representations of graphs for machine learning applications based on a sensoric response principle and multiple graph kernels. The sensor perspective reduces the graph kernel computations significantly. Thus, multiple kernel (relevance) learning can be realized using the interpretable generalized matrix learning vector quantization (GMLVQ) classifier. Results obtained in small molecule classification serve as proof of concept.",Machine Learning and Information Theoretic Methods  for Molecular Biology and Medicine,https://doi.org/10.14428/esann/2022.ES2022-36
2022,Interactive dual projections for gene expression analysis,"Ignacio Diaz-Blanco, Jose M. Enguita-Gonzalez, Diego Garcia-Perez, Ana Gonzalez-Muñiz, Abel A. Cuadrado-Vega, Maria Dolores Chiara-Romero, Nuria Valdes-Gallego","We present an application of interactive dimensionality reduction (DR) for exploratory analysis of gene expression data that produces two lively updated projections, a sample map and a gene map, by rendering intermediate results of a t-SNE. The user can condition the projections ""on the fly"" by subsets of genes or samples, so updated views reveal co-expression patterns for different cancer types or gene groups.",Machine Learning and Information Theoretic Methods  for Molecular Biology and Medicine,https://doi.org/10.14428/esann/2022.ES2022-22
2022,Tutorial - Machine Learning and Information Theoretic Methods for Molecular Biology and Medicine,"Thomas Villmann, Jonas Almeida, Lee John, Susana Vinga","A short introduction to the application of information-theoretic and machine learning methods to biomolecular  and medical data is provided as the motivating material that supports special session dedicated to this topic at ESANN 2022. In particular, we highlight current developments of foundation such as interpretability and model certainty. Further, we emphasize how theoretic models provide a natural framework to deal with heterogeneous and complex data structures as frequently occurring in biomedical research.",Machine Learning and Information Theoretic Methods  for Molecular Biology and Medicine,https://doi.org/10.14428/esann/2022.ES2022-3
2022,Orthogonality in Additive Echo State Networks,"Andrea Ceni, Claudio Gallicchio","Reservoir computing (RC) is a state-of-the-art approach for efficient training in temporal domains. In this paper, we explore new RC architectures that generalise the popular leaky echo state network model (leaky-ESN) introducing an additive orthogonal term outside the nonlinear part of the ESN equation. We investigate the benefits of employing orthogonal matrices in ESNs both inside the nonlinearity and outside of it. We show empirically how to boost the memory capacity towards the theoretical maximum value while still preserving the power of nonlinear computations. Ergo, we optimise the compromise between computing with memory and computing with nonlinearity. The proposed model demonstrates to outperform both leaky-ESN and orthogonal reservoir ESN models on tasks requiring nonlinear computations with memory.",Recurrent learning and reservoir computing,https://doi.org/10.14428/esann/2022.ES2022-47
2022,Towards Better Transition Modeling in Recurrent Neural Networks: the Case of Sign Language Tokenization,"Pierre Poitier, Jérôme Fink, Benoit Frénay","Recurrent neural networks can be used to segment sequences such as videos, where transitions can be challenging to detect.  This paper benchmarks strategies to better model the transition between states.  The specific task of SL video tokenization is chosen for the evaluation, as it remains challenging.  Tokenizers are the cornerstone of natural language processing pipelines.  There exist powerful tokenizers for such data, but sign language (SL) video tokenizers are still under development.  Benchmarked strategies prove to be useful to improve SL videos tokenization, but there is still room for improvement to better model state transitions.",Recurrent learning and reservoir computing,https://doi.org/10.14428/esann/2022.ES2022-50
2022,Federated Adaptation of Reservoirs via Intrinsic Plasticity,"Valerio De Caro, Claudio Gallicchio, Davide Bacciu","We propose a novel algorithm for performing federated learning with Echo State Networks (ESNs) in a client-server scenario. In particular, our proposal focuses on the adaptation of reservoirs by combining Intrinsic Plasticity with Federated Averaging. The former is a gradient-based method for adapting the reservoir's non-linearity in a local and unsupervised manner, while the latter provides the framework for learning in the federated scenario. We evaluate our approach on real-world datasets from human monitoring, in comparison with the previous approach for federated ESNs existing in literature. Results show that adapting the reservoir with our algorithm provides a significant improvement on the performance of the global model.",Recurrent learning and reservoir computing,https://doi.org/10.14428/esann/2022.ES2022-98
2022,Recurrent Restricted Kernel Machines for Time-series Forecasting,"Arun Pandey, Hannes De Meulemeester, Henri De Plaen, Bart De Moor, Johan Suykens","In this paper, we propose a novel method for time-series modeling and forecasting. It is based on the temporal formulation of Restricted Kernel Machines leading to a dynamical equation in the latent-variables. Forecasting involves finding the next latent variable and then solving a pre-image problem to predict a new-point in the input space. Further, we benchmark our model on several standard data sets against other well-known time-series models.",Recurrent learning and reservoir computing,https://doi.org/10.14428/esann/2022.ES2022-120
2022,Input Routed Echo State Networks,"Luca Argentieri, Claudio Gallicchio, Alessio Micheli","We introduce a novel Reservoir Computing (RC) approach for multi-dimensional temporal signals. Our proposal is based on routing the different dimensions of the driving input towards different dynamical sub-modules in a multi-reservoir architecture. At the same time, controllable interconnections among the sub-modules allow modeling the interplay between the different dynamics that might be required by the task. Experiments on synthetic and real-world time-series classification problems clearly show the advantages of the proposed approach in dealing with multi-dimensional signals in comparison to standard RC neural networks.",Recurrent learning and reservoir computing,https://doi.org/10.14428/esann/2022.ES2022-90
2022,Adaptive Behavior Cloning Regularization for Stable Offline-to-Online Reinforcement Learning,"Yi Zhao, Rinu Boney, Alexander Ilin, Juho Kannala,  Joni Pajarinen","Offline reinforcement learning, by learning from a fixed dataset, makes it possible to learn agent behaviors without interacting with the environment. However, depending on the quality of the offline dataset, such pre-trained agents may have limited performance and would further need to be fine-tuned online by interacting with the environment. During online fine-tuning, the performance of the pre-trained agent may collapse quickly due to the sudden distribution shift from offline to online data. We propose to adaptively weigh the behavior cloning loss during online fine-tuning based on the agent's performance and training stability. Moreover, we use a randomized ensemble of Q functions to further increase the sample efficiency of online fine-tuning by performing a large number of learning updates. Experiments show that the proposed method yields state-of-the-art offline-to-online reinforcement learning performance on the popular D4RL benchmark.",Reinforcement learning,https://doi.org/10.14428/esann/2022.ES2022-110
2022,Reinforcement learning for constructing low density sign representations of Boolean functions,"Oytun Yapar, Erhan Oztop","Boolean functions (BFs) can be uniquely represented with polynomial functions by representing True and False with ±1. With the ’sign-representation’ framework, i.e., when the sign of the polynomials is used instead of the exact ±1, the representation is not unique anymore, and several measures of sign-representation become the target of research. One such measure is the polynomial threshold function density (PTF density), i.e., the minimum number of monomials that suffices to sign-represent a given BF. Several algorithms can find sign-representations with a low number of monomials; however, to find a representation with the minimum number of monomials possible is a combinatorial search problem. The recent success of reinforcement learning (RL) algorithms in solving combinatorial search problems poses the question of whether RL can perform well in finding sign-representations with a low number of monomials. To address this question, we focused on Deep Q-Networks (DQN) and explored its applicability to the sign-representation problem. To be concrete, we present our work on modeling RL agents for solving the sign-representation problem and give our results on the application of DQN to BFs with a low number of variables (n = 4). Our results indicate that the trained DQN agent generalizes well and  exploits intrinsic structure of BFs, such as their equivalence in terms of certain equivalence relations.",Reinforcement learning,https://doi.org/10.14428/esann/2022.ES2022-25
2022,Developmental Modular Reinforcement Learning,"Jianyong Xue, Frédéric Alexandre","In this article, we propose a modular reinforcement learning (MRL) architecture that coordinates the competition and the cooperation between modules, and inspires, in a developmental approach, the generation of new modules in cases where new goals have been detected. We evaluate the effectiveness of our approach in a multiple-goal torus grid world. Results show that our approach has better performance than previous MRL methods in learning separate strategies for sub-goals, and reusing them for solving task-specific or unseen multi-goal problems, as well as maintaining the independence of the learning in each module.",Reinforcement learning,https://doi.org/10.14428/esann/2022.ES2022-19
2022,Embedding-based next song recommendation for playlists,"Raphaël Romero, Tijl De Bie","In recent years, music storage and consumption has shifted massively to digital platforms, where large-scale libraries of songs are stored along with their metadata. As a byproduct of this transformation, music is increasingly being organized and accessed in the form of playlists. User-curated playlists have become massively available online, and the challenge of automatically generating playlists has gained popularity in the music information retrieval community. In this paper, we build on link prediction for graphs to propose a flexible music playlist generation method. We transform a playlist dataset into a weighted graph of songs and posit a Poisson model on the count of co-occurence between songs, where the rate is modulated by the euclidean distance between song embeddings. Our method yields prediction results superior to common deterministic baselines, suggesting that the learned embeddings can be used to derive a meaningful notion of song similarity.",Deep Learning for Graphs,https://doi.org/10.14428/esann/2022.ES2022-28
2022,Graph Neural Networks for Propositional Model Counting,Gaia Saveri,"Graph Neural Networks (GNNs) have been recently leveraged to solve several logical reasoning tasks. Nevertheless, counting problems such as propositional model counting (#SAT) are still mostly approached with traditional solvers. Here we tackle this gap by presenting an architecture based on the GNN framework for belief propagation (BP) of [Kuck et al., 2020], extended with self-attentive GNN and trained to approximately solve the #SAT problem. We experimentally show that our model, trained on a small set of random Boolean formulae, is able to scale effectively to much larger problem sizes, outperforming state of the art approximate solvers. Moreover, we show that it can be efficiently fine-tuned to provide good generalization results on different formulae distributions.",Deep Learning for Graphs,https://doi.org/10.14428/esann/2022.ES2022-88
2022,Revisiting Edge Pooling in Graph Neural Networks,Francesco Landolfi,"Sparse pooling methods for graph neural networks typically perform graph reduction by keeping only the top-k vertices according to an adaptive scoring function. Although fast and scalable, these methods destroy the relational information of the graph or even make it disconnected. EdgePool is one of the few sparse alternatives that preserve the connectivity of the input graph by performing a series of edge contractions according to an adaptive scoring of the edges, but it has the drawback of being sequential and not scalable on large scale graphs. In this paper we show that EdgePool can be efficiently computed using a well-known parallel algorithm from literature, and we also propose a novel, lightweight alternative that leverages on an adaptive scoring function of the nodes. We tested both methods on standard benchmark datasets, showing that they generally outperform other sparse pooling methods from literature.",Deep Learning for Graphs,https://doi.org/10.14428/esann/2022.ES2022-92
2022,Size Scaling in Self-Play Reinforcement Learning,"Oren Neumann, Claudius Gros","Performance scaling laws with resources are heavily studied in supervised deep learning models but not in reinforcement learning. We examine the scaling of the AlphaZero algorithm’s performance with model size by training agents on three competitive two-player games, Connect Four, Oware and Pentago. We find that performance, in the form of Elo rating, scales logarithmically with the number of free neural network parameters, a trend consistent across games and when using deeper neural networks. This leads to a universal expression for the average match outcome which depends only on the ratio of sizes between opponents, which is supported by an agnostic rating method.",Reinforcement learning,https://doi.org/10.14428/esann/2022.ES2022-53
2022,Hyperspectral Wavelength Analysis with U-Net for Larynx Cancer Detection,"Felix Meyer-Veit, Rania Rayyes, Andreas O. H. Gerstner, Jochen J. Steil","Early detection of laryngeal tumors is critical for their successful therapy. In this paper, we investigate how hyperspectral (HS) imaging can contribute to this aim based on an in-vivo data set of 13 HS image cubes recorded in clinical practice. We perform semantic segmentation with a tailored U-Net trained on labels provided by the clinicians. We specifically investigate the influence of exposure time during image acquisition, the suitable wavelengths to determine the most informative image channels, and present quantitative results on accuracy and the AUC measure.","Deep learning, signal, image",https://doi.org/10.14428/esann/2022.ES2022-100
2022,Feature Compression Using Dynamic Switches in Multi-split CNNs,"Suresh Kirthi  Kumaraswamy, Alexey  Ozerov, Ngoc Q. K. Duong, Anne Lambert, François Schnitzler, Patrick Fontaine","Convolutional neural networks (CNN) are often computationally demanding for mobile devices. Offloading some computation lowers this burden: initial convolutional layers are processed on a smartphone, the resulting high dimensional features transmitted, and latter layers processed in the cloud/edge/another device. To improve this process, we propose Dynamic Switch, a convolutional subnetwork enabling anywhere splittable CNNs with multirate feature compression using a single set of network parameters. We achieve 90% feature compression with at most 3% accuracy loss for MobileNet and MSDNet on ImageNet dataset and at most 4.58% on CIFAR100 dataset with MSDNet, ResNet-18, MobileNet/MobileNetv2 and ShuffleNet/ShuffleNetv2.","Deep learning, signal, image",https://doi.org/10.14428/esann/2022.ES2022-18
2022,Neural-network-based estimation of normal distributions in black-box optimization,"Jiří Tumpach, Jan Koza, Martin Holeňa","The paper presents a novel application of artificial neural networks (ANNs) in the context of surrogate models for black-box optimization, i.e. optimization of objective functions that are accessed through empirical evaluation. For active learning of surrogate models, a very important role plays learning of multidimensional normal distributions, for which Gaussian processes (GPs) have been traditionally used. On the other hand, the research reported in this paper evaluated the applicability of two ANN-based methods to this end: combining GPs with ANNs and learning normal distributions with evidential ANNs. After methods sketch, the paper brings their comparison on a large collection of data from surrogate-assisted black-box optimization. It shows that combining  GPs using linear covariance functions with ANNs yields lower errors than the investigated methods of evidential learning.",Learning theory and principles,https://doi.org/10.14428/esann/2022.ES2022-113
2022,Bayes Point Rule Set Learning,"Mirko Polato, Fabio Aiolli, Luca Bergamin, Tommaso Carraro","This paper proposes an effective bottom-up extension of the popular FIND-S algorithm to learn (monotone) DNF-type rulesets. The algorithm greedily finds a partition of the positive examples. The produced monotone DNF is a set of conjunctive rules, each corresponding to the most specific rule consistent with a part of positive and all negative examples.  We also propose two principled extensions of this method, approximating the Bayes Optimal Classifier by aggregating monotone DNF decision rules.  Finally, we provide a methodology to improve the explainability of the learned rules while retaining their generalization capabilities. An extensive comparison with state-of-the-art symbolic and statistical methods on several benchmark data sets shows that our proposal provides an excellent balance between explainability and accuracy.",Learning theory and principles,https://doi.org/10.14428/esann/2022.ES2022-108
2022,Beyond Homophily with Graph Echo State Networks,"Domenico Tortorella, Alessio Micheli","Graph Echo State Networks (GESN) have already demonstrated their efficacy and efficiency in graph classification tasks. However, semi-supervised node classification brought out the problem of over-smoothing in end-to-end trained deep models, which causes a bias towards high homophily graphs. We evaluate for the first time GESN on node classification tasks with different degrees of homophily, analyzing also the impact of the reservoir radius. Our experiments show that reservoir models are able to achieve better or comparable accuracy with respect to fully trained deep models that implement ad hoc variations in the architectural bias, with a gain in terms of efficiency.",Deep Learning for Graphs,https://doi.org/10.14428/esann/2022.ES2022-58
2022,Biased Edge Dropout in NIFTY for Fair Graph Representation Learning,"Federico Caldart, Luca Pasa, Luca Oneto, Alessandro Sperduti, Nicolò Navarin","Graph Neural Networks (GNNs) are nowadays widely used in many real-world applications. Nonetheless, the data relationships can be a source of biases based on sensitive attributes (e.g., gender or ethnicity). Several methods have been proposed to learn fair graph node representations.  In this work we extend NIFTY, an approach that exploits additional terms in the loss function based on perturbing the input data to enforce the fairness of the GNNs. In particular, we exploit a biased perturbation of the adjacency matrix of the graph able to reduce the edge homophily. We show the effectiveness of our approach in four real-world graph datasets.",Deep Learning for Graphs,https://doi.org/10.14428/esann/2022.ES2022-99
2022,Deep Learning for Graphs,"Davide Bacciu, Federico Errica, Nicolò Navarin, Luca Pasa, Daniele Zambon","The flourishing field of deep learning for graphs relies on the layered computation of representations from graph-structured data given as input. A widely used strategy for processing graphs is via message passing, based on exchanging information among the connected nodes of the graph. Subsequently, node representations are employed to address tasks associated with the nodes and edges of a graph, or even entire graphs. The present tutorial paper reviews fundamental concepts and open challenges of deep learning for graphs and summarizes the contributed papers of the ESANN 2022 special session on the topic.",Deep Learning for Graphs,https://doi.org/10.14428/esann/2022.ES2022-7
2022,Improving Zorro Explanations for Sparse Observations with Dense Proxy Data,"Andreas Mazur, André Artelt, Barbara Hammer","Explanation methods are considered the most prominent way of achieving the ubiquitous requirement of transparency. Ideally, in order to be useful, explanations should be ""easy to understand'' -- i.e. being of low complexity. In this work, we empirically study explanations generated by Zorro, a prominent explanation method for Graph Neural Networks. We propose a methodology to improve the quality of generated explanations in case of sparse observations in the particular application of a standard reinforcement learning scenario.",Reinforcement learning,https://doi.org/10.14428/esann/2022.ES2022-27
